id,cod_pcia,nom_pcia,cod_depto,nom_depto,cod_ase,nombre,tipo,cod_aglo,nom_aglo,cod_agl,nom_agl,lat_gd,long_gd,lat_gs,long_gs,fuente
7985,"42",La Pampa,"42112",Puelén,42112A02,Gobernador Ayala,Paraje,,,"420385",Colonia 25 de Mayo,"-37.584123","-68.094708","-37º35' 3""","-68º 5'41""",IGN. SIG 250
7986,"42",La Pampa,"42112",Puelén,42112A03,La Copelina,Paraje,,,"420287",Puelén,"-37.251345","-67.590731","-37º15' 5""","-67º35'27""",INDEC. ACA
7987,"42",La Pampa,"42112",Puelén,42112A04,Puesto Luján,Paraje,,,"420287",Puelén,"-36.868056","-67.448038","-36º52' 5""","-67º26'53""",INDEC. ACA
7988,"42",La Pampa,"42112",Puelén,42112A05,Puesto Pinto,Paraje,,,"420385",Colonia 25 de Mayo,"-37.492996","-68.188822","-37º29'35""","-68º11'20""",INDEC. ACA
7989,"42",La Pampa,"42112",Puelén,42112A07,Salina Grande,Paraje,,,"420287",Puelén,"-37.452580","-67.199562","-37º27' 9""","-67º11'58""",INDEC. ACA
7990,"42",La Pampa,"42119",Quemú Quemú,"42119030",Miguel Cané,Localidad simple,"1449",Miguel Cané,"420252",Miguel Cané,"-36.157184","-63.512598","-36º 9'26""","-63º30'45""",INDEC
7991,"42",La Pampa,"42119",Quemú Quemú,42119A00,Alfredo Peña,Paraje,,,"420301",Quemú Quemú,"-35.931584","-63.506102","-35º55'54""","-63º30'22""",INDEC. ACA
7992,"42",La Pampa,"42119",Quemú Quemú,"42119010",Colonia Barón,Localidad simple,"0608",Colonia Barón,"420091",Colonia Barón,"-36.153610","-63.855205","-36º 9'13""","-63º51'19""",INDEC
7993,"42",La Pampa,"42119",Quemú Quemú,"42119020",Colonia San José,Localidad simple,"5803",Colonia San José,"420091",Colonia Barón,"-36.117051","-63.904071","-36º 7' 1""","-63º54'15""",INDEC
7994,"42",La Pampa,"42119",Quemú Quemú,"42119040",Quemú Quemú,Localidad simple,"0561",Quemú Quemú,"420301",Quemú Quemú,"-36.054827","-63.565940","-36º 3'17""","-63º33'57""",INDEC
7995,"42",La Pampa,"42119",Quemú Quemú,"42119050",Relmo,Localidad simple,"5807",Relmo,"425126",Relmo,"-36.256505","-63.448089","-36º15'23""","-63º26'53""",INDEC
7996,"42",La Pampa,"42119",Quemú Quemú,"42119060",Villa Mirasol,Localidad simple,"1564",Villa Mirasol,"420406",Villa Mirasol,"-36.076369","-63.886324","-36º 4'35""","-63º53'11""",INDEC
7997,"42",La Pampa,"42119",Quemú Quemú,42119A01,Huelén,Paraje,,,"420301",Quemú Quemú,"-36.115054","-63.719593","-36º 6'54""","-63º43'11""",INDEC. ACA
7998,"42",La Pampa,"42119",Quemú Quemú,42119A02,Trili,Paraje,,,"420301",Quemú Quemú,"-35.911394","-63.640786","-35º54'41""","-63º38'27""",INDEC. ACA
7999,"42",La Pampa,"42126",Rancul,42126A02,Colonia Lobocó,Paraje,,,"420210",La Maruja,"-35.800038","-64.935581","-35º48' 0""","-64º56' 8""",Mapa Educativo (GPS)
8000,"42",La Pampa,"42126",Rancul,"42126060",Quetrequén,Localidad simple,"3114",Quetrequén,"425119",Quetrequén,"-35.057047","-64.523163","-35º 3'25""","-64º31'23""",INDEC
8001,"42",La Pampa,"42126",Rancul,"42126010",Caleufú,Localidad simple,"0812",Caleufú,"420063",Caleufú,"-35.594491","-64.558677","-35º35'40""","-64º33'31""",INDEC
8002,"42",La Pampa,"42126",Rancul,"42126020",Ingeniero Foster,Localidad simple,"5808",Ingeniero Foster,"420210",La Maruja,"-35.703461","-65.102968","-35º42'12""","-65º 6'11""",INDEC
8003,"42",La Pampa,"42126",Rancul,"42126030",La Maruja,Localidad simple,"1301",La Maruja,"420210",La Maruja,"-35.673879","-64.942140","-35º40'26""","-64º56'32""",INDEC
8004,"42",La Pampa,"42126",Rancul,"42126040",Parera,Localidad simple,"0837",Parera,"420273",Parera,"-35.146760","-64.502308","-35º 8'48""","-64º30' 8""",INDEC
8005,"42",La Pampa,"42126",Rancul,"42126050",Pichi Huinca,Localidad simple,"3119",Pichi Huinca,"425112",Pichi Huinca,"-35.648607","-64.769782","-35º38'55""","-64º46'11""",INDEC
8006,"42",La Pampa,"42126",Rancul,"42126070",Rancul,Localidad simple,"0697",Rancul,"420308",Rancul,"-35.067770","-64.684216","-35º 4' 4""","-64º41' 3""",INDEC
8007,"42",La Pampa,"42126",Rancul,42126A00,Boliche El 24,Paraje,,,"420168",Ingeniero Luiggi,"-35.402670","-64.652307","-35º24'10""","-64º39' 8""",Mapa Educativo (GPS)
8008,"42",La Pampa,"42126",Rancul,42126A01,Chamaicó,Paraje,,,"420308",Rancul,"-35.049778","-64.949014","-35º 2'59""","-64º56'56""",INDEC. ACA
8009,"42",La Pampa,"42126",Rancul,42126A03,El Tala,Paraje,,,"420168",Ingeniero Luiggi,"-35.351298","-64.924971","-35º21' 5""","-64º55'30""",Mapa Educativo (GPS)
8010,"42",La Pampa,"42126",Rancul,42126A04,La Fama,Paraje,,,"420063",Caleufú,"-35.675505","-64.558361","-35º40'32""","-64º33'30""",Mapa Educativo (GPS)
8011,"42",La Pampa,"42126",Rancul,42126A05,Las Piedritas,Paraje,,,"425112",Pichi Huinca,"-35.492098","-64.846069","-35º29'32""","-64º50'46""",Mapa Educativo (GPS)
8012,"42",La Pampa,"42133",Realicó,42133A00,Ricardo Lavalle,Paraje,,,"420315",Realicó,"-35.128246","-64.155856","-35º 7'42""","-64º 9'21""",INDEC. ACA
8013,"42",La Pampa,"42133",Realicó,"42133010",Adolfo Van Praet,Localidad simple,"3117",Adolfo Van Praet,"425007",Adolfo Van Praet,"-35.016673","-64.035320","-35º 1' 0""","-64º 2' 7""",INDEC
8014,"42",La Pampa,"42133",Realicó,"42133020",Alta Italia,Localidad simple,"1066",Alta Italia,"420021",Alta Italia,"-35.334424","-64.117141","-35º20' 4""","-64º 7' 2""",INDEC
8015,"42",La Pampa,"42133",Realicó,"42133030",Damián Maisonave,Localidad simple,"3111",Damián Maisonave (Est. Simson),"425098",Maisonave,"-35.041428","-64.385912","-35º 2'29""","-64º23' 9""",INDEC
8016,"42",La Pampa,"42133",Realicó,"42133040",Embajador Martini,Localidad simple,"1119",Embajador Martini,"420126",Embajador Martini,"-35.387348","-64.282767","-35º23'14""","-64º16'58""",INDEC
8017,"42",La Pampa,"42133",Realicó,"42133050",Falucho,Localidad simple,"3127",Falucho,"425063",Falucho,"-35.190726","-64.107065","-35º11'27""","-64º 6'25""",INDEC
8018,"42",La Pampa,"42133",Realicó,"42133060",Ingeniero Luiggi,Localidad simple,"0491",Ingeniero Luiggi,"420168",Ingeniero Luiggi,"-35.388471","-64.467371","-35º23'18""","-64º28' 3""",INDEC
8019,"42",La Pampa,"42133",Realicó,"42133070",Ojeda,Localidad simple,"5806",Ojeda,"420021",Alta Italia,"-35.306941","-64.006080","-35º18'25""","-64º 0'22""",INDEC
8020,"42",La Pampa,"42133",Realicó,"42133080",Realicó,Localidad simple,"0391",Realicó,"420315",Realicó,"-35.038214","-64.246308","-35º 2'18""","-64º14'47""",INDEC
8021,"42",La Pampa,"42140",Toay,42140A00,Bajo de las Palomas,Paraje,,,"420413",Winifreda,"-36.305535","-64.522382","-36º18'20""","-64º31'21""",INDEC. ACA
8022,"42",La Pampa,"42140",Toay,42140A04,Parque Luro,Paraje,,,"420070",Carro Quemado,"-36.913516","-64.261533","-36º54'49""","-64º15'42""",INDEC. ACA
8023,"42",La Pampa,"42140",Toay,"42140005",Cachirulo,Localidad simple,"5813",Cachirulo,"420357",Toay,"-36.747396","-64.367391","-36º44'51""","-64º22' 3""",INDEC
8024,"42",La Pampa,"42140",Toay,"42140010",Naicó,Localidad simple,"5809",Naicó,"420042",Ataliva Roca,"-36.925726","-64.405073","-36º55'33""","-64º24'18""",INDEC
8025,"42",La Pampa,"42140",Toay,"42140020",Toay,Componente de localidad compuesta,"0029",Gran Santa Rosa,"420357",Toay,"-36.673898","-64.379790","-36º40'26""","-64º22'47""",INDEC
8026,"42",La Pampa,"42140",Toay,42140A01,Colonia Chapalcó,Paraje,,,"420070",Carro Quemado,"-36.871895","-64.781577","-36º52'19""","-64º46'54""",Mapa Educativo (GPS)
8027,"42",La Pampa,"42140",Toay,42140A02,El Tropezón,Paraje,,,"420357",Toay,"-36.707833","-64.920063","-36º42'28""","-64º55'12""",Mapa Educativo
8028,"42",La Pampa,"42140",Toay,42140A03,La Araña,Paraje,,,"420357",Toay,"-36.711675","-64.618890","-36º42'42""","-64º37' 8""",INDEC. ACA
8029,"42",La Pampa,"42147",Trenel,"42147010",Arata,Localidad simple,"1303",Arata,"420035",Arata,"-35.639082","-64.356364","-35º38'21""","-64º21'23""",INDEC
8030,"42",La Pampa,"42147",Trenel,"42147020",Metileo,Localidad simple,"1592",Metileo,"420245",Metileo,"-35.774157","-63.940632","-35º46'27""","-63º56'26""",INDEC
8031,"42",La Pampa,"42147",Trenel,"42147030",Trenel,Localidad simple,"0660",Trenel,"420371",Trenel,"-35.698329","-64.133285","-35º41'54""","-64º 7'60""",INDEC
8032,"42",La Pampa,"42147",Trenel,42147A00,El Tigre,Paraje,,,"420371",Trenel,"-35.675912","-64.268144","-35º40'33""","-64º16' 5""",Mapa Educativo (GPS)
8033,"42",La Pampa,"42147",Trenel,42147A01,Los Hornos,Paraje,,,"420035",Arata,"-35.631457","-64.443430","-35º37'53""","-64º26'36""",Mapa Educativo (GPS)
8034,"42",La Pampa,"42147",Trenel,42147A02,Ruca Pire,Paraje,,,"420371",Trenel,"-35.570056","-64.102701","-35º34'12""","-64º 6'10""",Mapa Educativo (GPS)
8035,"42",La Pampa,"42147",Trenel,42147A03,San Roque,Paraje,,,"420371",Trenel,"-35.543581","-64.267817","-35º32'37""","-64º16' 4""",Mapa Educativo (GPS)
8036,"42",La Pampa,"42154",Utracán,"42154050",Quehué,Localidad simple,"3109",Quehué,"420294",Quehué,"-37.121822","-64.515177","-37º 7'19""","-64º30'55""",INDEC
8037,"42",La Pampa,"42154",Utracán,42154A02,Epu Pel,Paraje,,,"425154",Unanué,"-37.587061","-64.308874","-37º35'13""","-64º18'32""",Mapa Educativo
8038,"42",La Pampa,"42154",Utracán,"42154010",Ataliva Roca,Localidad simple,"3102",Ataliva Roca,"420042",Ataliva Roca,"-37.031809","-64.285340","-37º 1'55""","-64º17' 7""",INDEC
8039,"42",La Pampa,"42154",Utracán,"42154020",Chacharramendi,Localidad simple,"3125",Chacharramendi,"425049",Chacharramendi,"-37.332043","-65.651624","-37º19'55""","-65º39' 6""",INDEC
8040,"42",La Pampa,"42154",Utracán,"42154030",Colonia Santa María,Localidad simple,"3110",Colonia Santa María,"425028",Colonia Santa María,"-37.494791","-64.224117","-37º29'41""","-64º13'27""",INDEC
8041,"42",La Pampa,"42154",Utracán,"42154040",General Acha,Localidad simple,"0234",General Acha,"420133",General Acha,"-37.378213","-64.604219","-37º22'42""","-64º36'15""",INDEC
8042,"42",La Pampa,"42154",Utracán,"42154060",Unanué,Localidad simple,"5801",Unanué,"425154",Unanué,"-37.544152","-64.351256","-37º32'39""","-64º21' 5""",INDEC
8043,"42",La Pampa,"42154",Utracán,42154A00,Cerro La Bota,Paraje,,,"425049",Chacharramendi,"-37.372122","-65.476302","-37º22'20""","-65º28'35""",INDEC. ACA
8044,"42",La Pampa,"42154",Utracán,42154A01,El Carancho,Paraje,,,"420133",General Acha,"-37.445216","-65.073274","-37º26'43""","-65º 4'24""",INDEC. ACA
8045,"42",La Pampa,"42154",Utracán,42154A03,Gamay,Paraje,,,"425154",Unanué,"-37.445664","-64.401316","-37º26'44""","-64º24' 5""",Mapa Educativo
8046,"42",La Pampa,"42154",Utracán,42154A04,Padre Ángel Buodo,Paraje,,,"420133",General Acha,"-37.307218","-64.288667","-37º18'26""","-64º17'19""",INDEC. ACA
8047,"42",La Pampa,"42154",Utracán,42154A05,Traru Lauquen,Paraje,,,"420133",General Acha,"-37.440050","-64.996546","-37º26'24""","-64º59'48""",INDEC. ACA
8048,"42",La Pampa,"42154",Utracán,42154A06,Utracán,Paraje,,,"420133",General Acha,"-37.282335","-64.568427","-37º16'56""","-64º34' 6""",Mapa Educativo (GPS)
8049,"42",La Pampa,"42154",Utracán,42154A07,Valle Daza,Paraje,,,"425049",Chacharramendi,"-37.076871","-65.422243","-37º 4'37""","-65º25'20""",IGN. SIG 250
8050,"46",La Rioja,"46007",Arauco,"46007040",Estación Mazán,Localidad simple,"3202",Estación Mazán,"460007",Arauco,"-28.677702","-66.490926","-28º40'40""","-66º29'27""",INDEC
8051,"46",La Rioja,"46007",Arauco,46007A01,La Cimbrita,Paraje,,,"460007",Arauco,"-28.341586","-66.673633","-28º20'30""","-66º40'25""",Mapa Educativo (GPS)
8052,"46",La Rioja,"46007",Arauco,"46007010",Aimogasta,Localidad simple,"0287",Aimogasta,"460007",Arauco,"-28.553760","-66.813433","-28º33'14""","-66º48'48""",INDEC
8053,"46",La Rioja,"46007",Arauco,"46007020",Arauco,Localidad simple,"1444",Arauco,"460007",Arauco,"-28.568634","-66.801452","-28º34' 7""","-66º48' 5""",INDEC
8054,"46",La Rioja,"46007",Arauco,"46007030",Bañado de los Pantanos,Localidad simple,"3208",Bañado de los Pantanos,"460007",Arauco,"-28.378556","-66.830578","-28º22'43""","-66º49'50""",INDEC
8055,"46",La Rioja,"46007",Arauco,"46007045",Termas de Santa Teresita,Localidad simple,"3237",Termas Santa Teresita,"460007",Arauco,"-28.590538","-66.555390","-28º35'26""","-66º33'19""",INDEC
8056,"46",La Rioja,"46007",Arauco,"46007050",Villa Mazán,Localidad simple,"0830",Villa Mazán,"460007",Arauco,"-28.664104","-66.544474","-28º39'51""","-66º32'40""",INDEC
8057,"46",La Rioja,"46007",Arauco,46007A00,La Cauchita,Paraje,,,"460007",Arauco,"-28.376979","-66.579265","-28º22'37""","-66º34'45""",INDEC. ACA
8058,"46",La Rioja,"46007",Arauco,46007A02,La Tusca,Paraje,,,"460007",Arauco,"-28.314557","-66.651343","-28º18'52""","-66º39' 5""",INDEC. ACA
8059,"46",La Rioja,"46007",Arauco,46007A03,Señor de la Peña,Paraje,,,"460007",Arauco,"-28.825175","-66.757161","-28º49'31""","-66º45'26""",INDEC. ACA
8060,"46",La Rioja,"46007",Arauco,46007A04,Udpinango,Paraje,,,"460007",Arauco,"-28.677304","-66.814880","-28º40'38""","-66º48'54""",Mapa Educativo (GPS)
8061,"46",La Rioja,"46007",Arauco,46007A05,Villa Mervil,Paraje,,,"460007",Arauco,"-28.648648","-66.604170","-28º38'55""","-66º36'15""",INDEC. ACA
8062,"46",La Rioja,"46014",Capital,46014A18,La Lata,Paraje,,,"460014",Capital,"-29.220451","-66.097774","-29º13'14""","-66º 5'52""",Mapa Educativo (GPS)
8063,"46",La Rioja,"46014",Capital,46014A38,Santa Rosa,Paraje,,,"460014",Capital,"-29.213451","-66.000213","-29º12'48""","-66º 0' 1""",INDEC. ACA
8064,"46",La Rioja,"46014",Capital,46014A34,San Nicolás,Paraje,,,"460014",Capital,"-29.959349","-66.576344","-29º57'34""","-66º34'35""",Mapa Educativo (GPS)
8065,"46",La Rioja,"46014",Capital,46014A22,Las Higuerillas,Paraje,,,"460014",Capital,"-29.287450","-66.834457","-29º17'15""","-66º50' 4""",IGN. SIG 250
8066,"46",La Rioja,"46014",Capital,46014A26,Puerto del Valle,Paraje,,,"460014",Capital,"-29.717195","-65.957222","-29º43' 2""","-65º57'26""",INDEC. ACA
8067,"46",La Rioja,"46014",Capital,46014A06,Carrizal,Paraje,,,"460014",Capital,"-28.994851","-66.631329","-28º59'41""","-66º37'53""",IGN. SIG 250
8068,"46",La Rioja,"46014",Capital,46014A10,El Estanquito,Paraje,,,"460014",Capital,"-29.426278","-66.552843","-29º25'35""","-66º33'10""",INDEC. ACA
8069,"46",La Rioja,"46014",Capital,46014A02,Ampiza de Abajo,Paraje,,,"460014",Capital,"-29.763718","-66.858764","-29º45'49""","-66º51'32""",INDEC. ACA
8070,"46",La Rioja,"46014",Capital,"46014010",La Rioja,Localidad simple,"0026",La Rioja,"460014",Capital,"-29.412884","-66.855828","-29º24'46""","-66º51'21""",INDEC
8071,"46",La Rioja,"46014",Capital,46014A00,Amilgancho,Paraje,,,"460014",Capital,"-29.143848","-66.717145","-29º 8'38""","-66º43' 2""",INDEC. ACA
8072,"46",La Rioja,"46014",Capital,46014A01,Ampatá,Paraje,,,"460014",Capital,"-29.734099","-66.608527","-29º44' 3""","-66º36'31""",INDEC. ACA
8073,"46",La Rioja,"46014",Capital,46014A03,Anchico Nuevo,Paraje,,,"460014",Capital,"-29.575186","-66.436215","-29º34'31""","-66º26'10""",Mapa Educativo (GPS)
8074,"46",La Rioja,"46014",Capital,46014A04,Bajo Hondo,Paraje,,,"460014",Capital,"-29.777250","-66.590629","-29º46'38""","-66º35'26""",Mapa Educativo (GPS)
8075,"46",La Rioja,"46014",Capital,46014A05,Bazán,Paraje,,,"460014",Capital,"-29.175294","-66.660673","-29º10'31""","-66º39'38""",Mapa Educativo
8076,"46",La Rioja,"46014",Capital,46014A07,Cebollar,Paraje,,,"460014",Capital,"-29.089829","-66.567044","-29º 5'23""","-66º34' 1""",Mapa Educativo (GPS)
8077,"46",La Rioja,"46014",Capital,46014A08,El Barreal,Paraje,,,"460014",Capital,"-29.605478","-66.094720","-29º36'20""","-66º 5'41""",INDEC. ACA
8078,"46",La Rioja,"46014",Capital,46014A09,El Cantadero,Paraje,,,"460014",Capital,"-29.181144","-66.804626","-29º10'52""","-66º48'17""",Mapa Educativo (GPS)
8079,"46",La Rioja,"46014",Capital,46014A11,El Quebracho,Paraje,,,"460014",Capital,"-29.221600","-65.975066","-29º13'18""","-65º58'30""",Mapa Educativo (GPS)
8080,"46",La Rioja,"46014",Capital,46014A12,El Sunchal,Paraje,,,"460014",Capital,"-29.796246","-66.579180","-29º47'46""","-66º34'45""",IGN. SIG 250
8081,"46",La Rioja,"46014",Capital,46014A13,El Tala,Paraje,,,"460014",Capital,"-29.619242","-66.897485","-29º37' 9""","-66º53'51""",Mapa Educativo (GPS)
8082,"46",La Rioja,"46014",Capital,46014A14,Kilómetro 891,Paraje,,,"460014",Capital,"-28.806442","-66.589775","-28º48'23""","-66º35'23""",INDEC. ACA
8083,"46",La Rioja,"46014",Capital,46014A15,La Antigua,Paraje,,,"460014",Capital,"-29.805233","-66.097823","-29º48'19""","-66º 5'52""",Mapa Educativo (GPS)
8084,"46",La Rioja,"46014",Capital,46014A16,La Chilca,Paraje,,,"460014",Capital,"-29.868954","-66.552221","-29º52' 8""","-66º33' 8""",INDEC. ACA
8085,"46",La Rioja,"46014",Capital,46014A17,La Lancha,Paraje,,,"460014",Capital,"-29.201746","-66.805273","-29º12' 6""","-66º48'19""",IGN. SIG 250
8086,"46",La Rioja,"46014",Capital,46014A19,La Ramadita,Paraje,,,"460014",Capital,"-29.591498","-66.694166","-29º35'29""","-66º41'39""",Mapa Educativo (GPS)
8087,"46",La Rioja,"46014",Capital,46014A20,Las Cañas,Paraje,,,"460014",Capital,"-29.231246","-66.821215","-29º13'52""","-66º49'16""",INDEC. ACA
8088,"46",La Rioja,"46014",Capital,46014A21,Las Catas,Paraje,,,"460014",Capital,"-29.199221","-66.020552","-29º11'57""","-66º 1'14""",Mapa Educativo (GPS)
8089,"46",La Rioja,"46014",Capital,46014A23,Los Cerrillos,Paraje,,,"460014",Capital,"-29.823984","-65.809433","-29º49'26""","-65º48'34""",INDEC. ACA
8090,"46",La Rioja,"46014",Capital,46014A24,Pozo de la Yegua,Paraje,,,"460014",Capital,"-29.701772","-65.982110","-29º42' 6""","-65º58'56""",Mapa Educativo (GPS)
8091,"46",La Rioja,"46014",Capital,46014A25,Puerto Alegre,Paraje,,,"460014",Capital,"-29.318114","-66.770194","-29º19' 5""","-66º46'13""",Mapa Educativo (GPS)
8092,"46",La Rioja,"46014",Capital,46014A27,San Antonio,Paraje,,,"460014",Capital,"-29.241724","-66.150207","-29º14'30""","-66º 9' 1""",IGN. SIG 250
8093,"46",La Rioja,"46014",Capital,46014A28,San Bernardo,Paraje,,,"460014",Capital,"-29.448539","-66.008208","-29º26'55""","-66º 0'30""",Mapa Educativo (GPS)
8094,"46",La Rioja,"46014",Capital,46014A29,San Guillermo,Paraje,,,"460014",Capital,"-29.217174","-66.066804","-29º13' 2""","-66º 4' 0""",INDEC. ACA
8095,"46",La Rioja,"46014",Capital,46014A30,San Javier,Paraje,,,"460014",Capital,"-29.976408","-66.479218","-29º58'35""","-66º28'45""",INDEC. ACA
8096,"46",La Rioja,"46014",Capital,46014A31,San José,Paraje,,,"460014",Capital,"-29.490515","-66.257600","-29º29'26""","-66º15'27""",Mapa Educativo (GPS)
8097,"46",La Rioja,"46014",Capital,46014A32,San Lorenzo,Paraje,,,"460014",Capital,"-29.341648","-66.367353","-29º20'30""","-66º22' 2""",Mapa Educativo (GPS)
8098,"46",La Rioja,"46014",Capital,46014A33,San Miguel,Paraje,,,"460014",Capital,"-29.629805","-66.095402","-29º37'47""","-66º 5'43""",Mapa Educativo (GPS)
8099,"46",La Rioja,"46014",Capital,46014A35,San Nicolás del Recreo,Paraje,,,"460014",Capital,"-29.478593","-66.800806","-29º28'43""","-66º48' 3""",Mapa Educativo (GPS)
8100,"46",La Rioja,"46014",Capital,46014A36,San Pedro,Paraje,,,"460014",Capital,"-29.496309","-66.448372","-29º29'47""","-66º26'54""",Mapa Educativo (GPS)
8101,"46",La Rioja,"46014",Capital,46014A37,San Rafael,Paraje,,,"460014",Capital,"-29.554612","-66.373308","-29º33'17""","-66º22'24""",Mapa Educativo (GPS)
8102,"46",La Rioja,"46014",Capital,46014A39,Talamuyuna,Paraje,,,"460014",Capital,"-29.723887","-66.854028","-29º43'26""","-66º51'15""",Mapa Educativo (GPS)
8103,"46",La Rioja,"46014",Capital,46014A40,Talamuyuna Viejo,Paraje,,,"460014",Capital,"-29.700254","-66.876548","-29º42' 1""","-66º52'36""",INDEC. ACA
8104,"46",La Rioja,"46014",Capital,46014A41,Trampa del Tigre,Paraje,,,"460014",Capital,"-29.430596","-66.746793","-29º25'50""","-66º44'48""",Mapa Educativo (GPS)
8105,"46",La Rioja,"46021",Castro Barros,46021A00,Agua Blanca,Paraje,,,"460021",Castro Barros,"-28.965074","-67.000609","-28º57'54""","-67º 0' 2""",Mapa Educativo (GPS)
8106,"46",La Rioja,"46021",Castro Barros,"46021010",Aminga,Localidad simple,"1532",Aminga,"460021",Castro Barros,"-28.847765","-66.930497","-28º50'52""","-66º55'50""",INDEC
8107,"46",La Rioja,"46021",Castro Barros,"46021020",Anillaco,Localidad simple,"1245",Anillaco,"460021",Castro Barros,"-28.806532","-66.941382","-28º48'24""","-66º56'29""",INDEC
8108,"46",La Rioja,"46021",Castro Barros,"46021030",Anjullón,Localidad simple,"3204",Anjullón,"460021",Castro Barros,"-28.723847","-66.923384","-28º43'26""","-66º55'24""",INDEC
8109,"46",La Rioja,"46021",Castro Barros,"46021040",Chuquis,Localidad simple,"3218",Chuquis,"460021",Castro Barros,"-28.890956","-66.971628","-28º53'27""","-66º58'18""",INDEC
8110,"46",La Rioja,"46021",Castro Barros,"46021050",Los Molinos,Localidad simple,"3212",Los Molinos,"460021",Castro Barros,"-28.746226","-66.932643","-28º44'46""","-66º55'58""",INDEC
8111,"46",La Rioja,"46021",Castro Barros,"46021060",Pinchas,Localidad simple,"3207",Pinchas,"460021",Castro Barros,"-28.934787","-66.961168","-28º56' 5""","-66º57'40""",INDEC
8112,"46",La Rioja,"46021",Castro Barros,"46021070",San Pedro,Localidad simple,"3210",San Pedro,"460021",Castro Barros,"-28.661723","-66.923015","-28º39'42""","-66º55'23""",INDEC
8113,"46",La Rioja,"46021",Castro Barros,"46021080",Santa Vera Cruz,Localidad simple,"3235",Santa Vera Cruz,"460021",Castro Barros,"-28.675749","-66.960558","-28º40'33""","-66º57'38""",INDEC
8114,"46",La Rioja,"46021",Castro Barros,46021A01,Ismiango,Paraje,,,"460021",Castro Barros,"-29.023863","-66.892092","-29º 1'26""","-66º53'32""",IGN. SIG 250
8115,"46",La Rioja,"46021",Castro Barros,46021A02,Rincón de la Pampa Grande,Paraje,,,"460021",Castro Barros,"-29.084875","-66.946991","-29º 5' 6""","-66º56'49""",INDEC. ACA
8116,"46",La Rioja,"46028",Coronel Felipe Varela,46028A08,La Maravilla,Paraje,,,"460028",Coronel Felipe Varela,"-29.416092","-68.247782","-29º24'58""","-68º14'52""",Mapa Educativo (GPS)
8117,"46",La Rioja,"46028",Coronel Felipe Varela,46028A12,Los Viscos,Paraje,,,"460028",Coronel Felipe Varela,"-29.340364","-68.042918","-29º20'25""","-68º 2'35""",INDEC. ACA
8118,"46",La Rioja,"46028",Coronel Felipe Varela,"46028020",Guandacol,Localidad simple,"0848",Guandacol,"460028",Coronel Felipe Varela,"-29.525240","-68.562746","-29º31'31""","-68º33'46""",INDEC
8119,"46",La Rioja,"46028",Coronel Felipe Varela,"46028040",Pagancillo,Localidad simple,"1320",Pagancillo,"460028",Coronel Felipe Varela,"-29.541569","-68.099937","-29º32'30""","-68º 5'60""",INDEC
8120,"46",La Rioja,"46028",Coronel Felipe Varela,"46028010",Aicuñá,Localidad simple,"3224",Aicuña,"460028",Coronel Felipe Varela,"-29.472787","-67.774606","-29º28'22""","-67º46'29""",INDEC
8121,"46",La Rioja,"46028",Coronel Felipe Varela,"46028030",Los Palacios,Localidad simple,"3203",Los Palacios,"460028",Coronel Felipe Varela,"-29.369304","-68.235542","-29º22' 9""","-68º14' 8""",INDEC
8122,"46",La Rioja,"46028",Coronel Felipe Varela,"46028050",Villa Unión,Localidad simple,"0554",Villa Unión,"460028",Coronel Felipe Varela,"-29.317755","-68.227748","-29º19' 4""","-68º13'40""",INDEC
8123,"46",La Rioja,"46028",Coronel Felipe Varela,46028A00,Anchumbil,Paraje,,,"460028",Coronel Felipe Varela,"-29.295159","-68.160986","-29º17'43""","-68º 9'40""",INDEC. ACA
8124,"46",La Rioja,"46028",Coronel Felipe Varela,46028A01,El Cardón,Paraje,,,"460028",Coronel Felipe Varela,"-29.505278","-67.755815","-29º30'19""","-67º45'21""",Mapa Educativo (GPS)
8125,"46",La Rioja,"46028",Coronel Felipe Varela,46028A02,El Carrizal,Paraje,,,"460028",Coronel Felipe Varela,"-29.477289","-67.852766","-29º28'38""","-67º51'10""",INDEC. ACA
8126,"46",La Rioja,"46028",Coronel Felipe Varela,46028A03,El Molle,Paraje,,,"460028",Coronel Felipe Varela,"-29.289591","-68.230021","-29º17'23""","-68º13'48""",Mapa Educativo (GPS)
8127,"46",La Rioja,"46028",Coronel Felipe Varela,46028A04,El Silencio,Paraje,,,"460028",Coronel Felipe Varela,"-29.373417","-67.791928","-29º22'24""","-67º47'31""",INDEC. ACA
8128,"46",La Rioja,"46028",Coronel Felipe Varela,46028A05,El Zaguán,Paraje,,,"460028",Coronel Felipe Varela,"-29.379202","-67.793509","-29º22'45""","-67º47'37""",INDEC. ACA
8129,"46",La Rioja,"46028",Coronel Felipe Varela,46028A06,El Zapallar,Paraje,,,"460028",Coronel Felipe Varela,"-29.292888","-68.676182","-29º17'34""","-68º40'34""",Mapa Educativo (GPS)
8157,"46",La Rioja,"46035",Chamical,46035A11,La Aguadita,Paraje,,,"460035",Chamical,"-30.404177","-66.366927","-30º24'15""","-66º22' 1""",Mapa Educativo (GPS)
8130,"46",La Rioja,"46028",Coronel Felipe Varela,46028A07,La Chilca,Paraje,,,"460028",Coronel Felipe Varela,"-29.474525","-68.396490","-29º28'28""","-68º23'47""",INDEC. ACA
